chrom	start	end	hgnc_symbol	hgnc_id	region_type
chr11	102530748	102531747	MMP7	7174	promoter
chr11	102625333	102626332	MMP20	7167	promoter
chr11	102705770	102706769	MMP27	14250	promoter
chr11	102724955	102725954	MMP8	7175	promoter
chr11	102780629	102781628	MMP10	7156	promoter
chr11	102798161	102799160	MMP1	7155	promoter
chr11	102843610	102844609	MMP3	7173	promoter
chr11	102874983	102875982	MMP12	7158	promoter
chr11	102955733	102956732	MMP13	7159	promoter
chr11	103092161	103093160	DCUN1D5	28409	promoter
chr11	103108426	103109425	DYNC2H1	2962	promoter
chr11	104035640	104036639	DDI1	18961	promoter
chr11	104164148	104165147	PDGFD	30620	promoter
chr11	104898671	104899670	CASP12	19004	promoter
chr11	104968575	104969574	CASP4	1505	promoter
chr11	105023169	105024168	CASP5	1506	promoter
chr11	105035145	105036144	CASP1	1499	promoter
chr11	105045336	105046335	CARD16	33701	promoter
chr11	105139770	105140769	CARD18	28861	promoter
chr11	105609073	105610072	GRIA4	4574	promoter
chr11	106022241	106023240	MSANTD4	29383	promoter
chr11	106076662	106077661	AASDHPPT	14235	promoter
chr11	106077348	106078347	KBTBD3	22934	promoter
chr11	107018477	107019476	GUCY1A2	4684	promoter
chr11	107457826	107458825	CWF19L2	26508	promoter
chr11	107565736	107566735	ALKBH8	25189	promoter
chr11	107590147	107591146	ELMOD1	25334	promoter
chr11	107712057	107713056	SLN	11089	promoter
chr11	107858788	107859787	SLC35F2	23615	promoter
chr11	107927448	107928447	RAB39A	16521	promoter
chr11	108007898	108008897	CUL5	2556	promoter
chr11	108120567	108121566	ACAT1	93	promoter
chr11	108222639	108223638	NPAT	7896	promoter
chr11	108222067	108223066	ATM	795	promoter
chr11	108467530	108468529	C11orf65	28519	promoter
chr11	108498385	108499384	POGLUT3	28496	promoter
chr11	108593769	108594768	EXPH5	30578	promoter
chr11	108664069	108665068	DDX10	2735	promoter
chr11	109421190	109422189	C11orf87	33788	promoter
chr11	110092392	110093391	ZC3H12C	29362	promoter
chr11	110296615	110297614	RDX	9944	promoter
chr11	110428948	110429947	FDX1	3638	promoter
chr11	110712438	110713437	ARHGAP20	18357	promoter
chr11	111244725	111245724	POU2AF2	30527	promoter
chr11	111297546	111298545	POU2AF3	26978	promoter
chr11	111379276	111380275	POU2AF1	9211	promoter
chr11	111512387	111513386	BTG4	13862	promoter
chr11	111513778	111514777	HOATZ	25061	promoter
chr11	111539720	111540719	LAYN	29471	promoter
chr11	111601449	111602448	SIK2	21680	promoter
chr11	111766390	111767389	PPP2R1B	9303	promoter
chr11	111871582	111872581	ALG9	15672	promoter
chr11	111878541	111879540	CFAP68	1163	promoter
chr11	111879166	111880165	FDXACB1	25110	promoter
chr11	111911734	111912733	HSPB2	5247	promoter
chr11	111917913	111918912	C11orf52	30531	promoter
chr11	111911771	111912770	CRYAB	2389	promoter
chr11	111936343	111937342	DIXDC1	23695	promoter
chr11	112024408	112025407	DLAT	2896	promoter
chr11	112073299	112074298	NKAPD1	25569	promoter
chr11	112074018	112075017	PIH1D2	25210	promoter
chr11	112086757	112087756	TIMM8B	11818	promoter
chr11	112085873	112086872	SDHD	10683	promoter
chr11	112164095	112165094	IL18	5986	promoter
chr11	112166372	112167371	TEX12	11734	promoter
chr11	112174512	112175511	BCO2	18503	promoter
chr11	112225428	112226427	PTS	9689	promoter
chr11	112260861	112261860	PLET1	30053	promoter
chr11	112960420	112961419	NCAM1	7656	promoter
chr11	113313583	113314582	TTC12	23700	promoter
chr11	113386779	113387778	ANKK1	21027	promoter
chr11	113475399	113476398	DRD2	3023	promoter
chr11	113706309	113707308	TMPRSS5	14908	promoter
chr11	113773693	113774692	ZW10	13194	promoter
chr11	113778796	113779795	CLDN25	37218	promoter
chr11	113875573	113876572	USP28	12625	promoter
chr11	113903796	113904795	HTR3B	5298	promoter
chr11	113974108	113975107	HTR3A	5297	promoter
chr11	114058711	114059710	ZBTB16	12930	promoter
chr11	114295399	114296398	NNMT	7861	promoter
chr11	114399666	114400665	RBM7	9904	promoter
chr11	114400512	114401511	C11orf71	25937	promoter
chr11	114438467	114439466	REXO2	17851	promoter
chr11	114559882	114560881	NXPE1	28527	promoter
chr11	114595787	114596786	NXPE4	23117	promoter
chr11	114677527	114678526	NXPE2	26331	promoter
chr11	115504416	115505415	CADM1	5951	promoter
chr11	116772988	116773987	BUD13	28199	promoter
chr11	116788024	116789023	ZPR1	13051	promoter
chr11	116791880	116792879	APOA5	17288	promoter
chr11	116823305	116824304	APOA4	602	promoter
chr11	116828907	116829906	APOC3	610	promoter
chr11	116837623	116838622	APOA1	600	promoter
chr11	117098429	117099428	SIK3	29165	promoter
chr11	117143287	117144286	PAFAH1B2	8575	promoter
chr11	117177743	117178742	SIDT2	24272	promoter
chr11	117198370	117199369	TAGLN	11553	promoter
chr11	117232074	117233073	PCSK7	8748	promoter
chr11	117231671	117232670	RNF214	25335	promoter
chr11	117326854	117327853	CEP164	29182	promoter
chr11	117316257	117317256	BACE1	933	promoter
chr11	117797217	117798216	DSCAML1	14656	promoter
chr11	117824745	117825744	FXYD2	4026	promoter
chr11	117876659	117877658	FXYD6	4030	promoter
chr11	117929403	117930402	TMPRSS13	29808	promoter
chr11	117985394	117986393	IL10RA	5964	promoter
chr11	118076078	118077077	TMPRSS4	11878	promoter
chr11	118086964	118087963	SMIM35	44179	promoter
chr11	118152824	118153823	SCN4B	10592	promoter
chr11	118176640	118177639	SCN2B	10589	promoter
chr11	118225012	118226011	JAML	19084	promoter
chr11	118252366	118253365	MPZL3	27279	promoter
chr11	118264298	118265297	MPZL2	3496	promoter
chr11	118303730	118304729	CD3E	1674	promoter
chr11	118342706	118343705	CD3D	1673	promoter
chr11	118343344	118344343	CD3G	1675	promoter
chr11	118358600	118359599	UBE4A	12499	promoter
chr11	118400606	118401605	ATP5MG	14247	promoter
chr11	118435492	118436491	KMT2A	7132	promoter
chr11	118526474	118527473	TTC36	33708	promoter
chr11	118530192	118531191	TMEM25	25890	promoter
chr11	118571409	118572408	ARCN1	649	promoter
chr11	118565932	118566931	IFT46	26146	promoter
chr11	118606615	118607614	PHLDB1	23697	promoter
chr11	118679651	118680650	TREH	12266	promoter
chr11	118791165	118792164	DDX6	2747	promoter
chr11	118882892	118883891	CXCR5	1060	promoter
chr11	118955298	118956297	UPK2	12579	promoter
chr11	118925927	118926926	BCL9L	23688	promoter
chr11	118970761	118971760	FOXR1	29980	promoter
chr11	118997138	118998137	CENATAC	30460	promoter
chr11	119018344	119019343	RPS25	10413	promoter
chr11	119017766	119018765	TRAPPC4	19943	promoter
chr11	119030907	119031906	SLC37A4	4061	promoter
chr11	119057206	119058205	HYOU1	16931	promoter
chr11	119066818	119067817	VPS11	14583	promoter
chr11	119083881	119084880	HMBS	4982	promoter
chr11	119095466	119096465	H2AX	4739	promoter
chr11	119106344	119107343	C2CD2L	29000	promoter
chr11	119101854	119102853	DPAGT1	2995	promoter
chr11	119120580	119121579	HINFP	17850	promoter
chr11	119148052	119149051	ABCG4	13884	promoter
chr11	119167725	119168724	NLRX1	29890	promoter
chr11	119184475	119185474	NHERF4	19891	promoter
chr11	119195842	119196841	DRC12	27446	promoter
chr11	119205339	119206338	CBL	1541	promoter
chr11	119317131	119318130	MCAM	6934	promoter
chr11	119333527	119334526	RNF26	14646	promoter
chr11	119340884	119341883	C1QTNF5	14344	promoter
chr11	119346706	119347705	MFRP	18121	promoter
chr11	119381691	119382690	USP2	12618	promoter
chr11	119423173	119424172	THY1	11801	promoter
chr11	119729201	119730200	NECTIN1	9706	promoter
chr11	120138114	120139113	TRIM29	17274	promoter
chr11	120210032	120211031	OAF	28752	promoter
chr11	120239140	120240139	POU2F3	19864	promoter
chr11	120324299	120325298	TLCD5	28280	promoter
chr11	120335413	120336412	ARHGEF12	14193	promoter
chr11	120510748	120511747	GRIK4	4582	promoter
chr11	121023102	121024101	TBCEL	28115	promoter
chr11	121100243	121101242	TECTA	11720	promoter
chr11	121291771	121292770	SC5D	10547	promoter
chr11	121451314	121452313	SORL1	11185	promoter
chr11	122116216	122117215	BLID	33495	promoter
chr11	122654722	122655721	UBASH3B	29884	promoter
chr11	122837500	122838499	CRTAM	24313	promoter
chr11	122881759	122882758	JHY	26288	promoter
chr11	122981835	122982834	BSX	20450	promoter
chr11	123062137	123063136	HSPA8	5241	promoter
chr11	123195249	123196248	CLMP	24039	promoter
chr11	123429269	123430268	GRAMD1B	29214	promoter
chr11	123654625	123655624	SCN3B	20665	promoter
chr11	123741661	123742660	ZNF202	12994	promoter
chr11	123754519	123755518	OR6X1	14737	promoter
chr11	123806350	123807349	OR6M1	14711	promoter
chr11	123885671	123886670	TMEM225	32390	promoter
chr11	123901167	123902166	OR8D4	14840	promoter
chr11	123938617	123939616	OR4D5	14852	promoter
chr11	123943839	123944838	OR6T1	14848	promoter
chr11	123977782	123978781	OR10S1	14807	promoter
chr11	123995162	123996161	OR10G6	14836	promoter
chr11	124011997	124012996	OR10G4	14809	promoter
chr11	124022013	124023012	OR10G9	15129	promoter
chr11	124025798	124026797	OR10G8	14845	promoter
chr11	124041326	124042325	OR10G7	14842	promoter
chr11	124114450	124115449	VWA5A	6658	promoter
chr11	124182345	124183344	OR10D3	8168	promoter
chr11	124210707	124211706	OR8G3P	14698	promoter
chr11	124223732	124224731	OR8G2P	8485	promoter
chr11	124240095	124241094	OR8G1	8484	promoter
chr11	124255376	124256375	OR8G5	19622	promoter
chr11	124313950	124314949	OR8D1	8481	promoter
chr11	124320198	124321197	OR8D2	8482	promoter
chr11	124384500	124385499	OR8B2	8471	promoter
chr11	124399025	124400024	OR8B3	8472	promoter
chr11	124424872	124425871	OR8B4	8473	promoter
chr11	124445697	124446696	OR8B8	8477	promoter
chr11	124543655	124544654	OR8B12	15307	promoter
chr11	124568997	124569996	OR8A1	8469	promoter
chr11	124610428	124611427	PANX3	20573	promoter
chr11	124621864	124622863	TBRG1	29551	promoter
chr11	124672904	124673903	SPA17	11210	promoter
chr11	124673740	124674739	SIAE	18187	promoter
chr11	124738942	124739941	NRGN	8000	promoter
chr11	124752256	124753255	VSIG2	17149	promoter
chr11	124762291	124763290	ESAM	17474	promoter
chr11	124800407	124801406	MSANTD2	26266	promoter
chr11	124864432	124865431	ROBO3	13433	promoter
chr11	124897866	124898865	ROBO4	17985	promoter
chr11	124918250	124919249	HEPN1	34400	promoter
chr11	124936048	124937047	HEPACAM	26361	promoter
chr11	124953202	124954201	CCDC15	25798	promoter
chr11	125062305	125063304	SLC37A2	20644	promoter
chr11	125111627	125112626	TMEM218	27344	promoter
chr11	125163751	125164750	PKNOX2	16714	promoter
chr11	125568477	125569476	EI24	13276	promoter
chr11	125591852	125592851	STT3A	6172	promoter
chr11	125496266	125497265	FEZ1	3659	promoter
chr11	125624163	125625162	CHEK1	1925	promoter
chr11	125680848	125681847	ACRV1	127	promoter
chr11	125745279	125746278	PATE1	24664	promoter
chr11	125778829	125779828	PATE2	32249	promoter
chr11	125787127	125788126	PATE3	35426	promoter
chr11	125832316	125833315	PATE4	35427	promoter
chr11	125886668	125887667	HYLS1	26558	promoter
chr11	125903207	125904206	PUS3	25461	promoter
chr11	125903508	125904507	DDX25	18698	promoter
chr11	125945044	125946043	VSIG10L2	27879	promoter
chr11	126062867	126063866	CDON	17104	promoter
chr11	126211651	126212650	RPUSD4	25898	promoter
chr11	126210782	126211781	FAM118B	26110	promoter
chr11	126268154	126269153	FOXRED1	26927	promoter
chr11	126268896	126269895	SRPRA	11307	promoter
chr11	126282093	126283092	TIRAP	17192	promoter
chr11	126303060	126304059	DCPS	29812	promoter
chr11	126354686	126355685	ST3GAL4	10864	promoter
chr11	127000771	127001770	KIRREL3	23204	promoter
chr11	128587559	128588558	ETS1	3488	promoter
chr11	128693072	128694071	FLI1	3749	promoter
chr11	128867297	128868296	KCNJ1	6255	promoter
chr11	128890356	128891355	KCNJ5	6266	promoter
chr11	128942872	128943871	TP53AIP1	29984	promoter
chr11	129192326	129193325	ARHGAP32	17399	promoter
chr11	129374848	129375847	BARX2	956	promoter
chr11	129814848	129815847	TMEM45B	25194	promoter
chr11	129895579	129896578	NFRKB	7802	promoter
chr11	130002836	130003835	PRDM10	13995	promoter
chr11	130068894	130069893	APLP2	598	promoter
chr11	130158782	130159781	ST14	11344	promoter
chr11	130314918	130315917	ZBTB44	25001	promoter
chr11	130428610	130429609	ADAMTS8	224	promoter
chr11	130447645	130448644	ADAMTS15	16305	promoter
chr11	130916480	130917479	SNX19	21532	promoter
chr11	131369615	131370614	NTM	17941	promoter
chr11	133532502	133533501	OPCML	8143	promoter
chr11	133845514	133846513	SPATA19	30614	promoter
chr11	133956969	133957968	IGSF9B	32326	promoter
chr11	134068072	134069071	JAM3	15532	promoter
chr11	134223671	134224670	VPS26B	28119	promoter
chr11	134223968	134224967	NCAPD3	28952	promoter
chr11	134253353	134254352	THYN1	29560	promoter
chr11	134252568	134253567	ACAD8	87	promoter
chr11	134275379	134276378	GLB1L3	25147	promoter
chr11	134330988	134331987	GLB1L2	25129	promoter
chr11	134412243	134413242	B3GAT1	921	promoter
chr12	65767	66766	IQSEC3	29193	promoter
chr12	214158	215157	SLC6A12	11045	promoter
chr12	262837	263836	SLC6A13	11046	promoter
chr12	400644	401643	CCDC77	28203	promoter
chr12	389321	390320	KDM5A	9886	promoter
chr12	458939	459938	B4GALNT3	24137	promoter
chr12	663446	664445	NINJ2	7825	promoter
chr12	751579	752578	WNK1	14540	promoter
chr12	949695	950694	RAD52	9824	promoter
chr12	990223	991222	ERC1	17072	promoter
chr12	1628231	1629230	WNT5B	16265	promoter
chr12	1594582	1595581	FBXL14	28624	promoter
chr12	1690070	1691069	ADIPOR2	24041	promoter
chr12	1819565	1820564	LRTM2	32443	promoter
chr12	1918653	1919652	CACNA2D4	20202	promoter
chr12	2051987	2052986	CACNA1C	1390	promoter
chr12	2004458	2005457	DCP1B	24451	promoter
chr12	2793970	2794969	FKBP4	3720	promoter
chr12	2811668	2812667	ITFG2	30879	promoter
chr12	2835036	2836035	NRIP2	23078	promoter
chr12	2857040	2858039	TEX52	53643	promoter
chr12	2876223	2877222	RHNO1	28206	promoter
chr12	2877175	2878174	FOXM1	3818	promoter
chr12	2889891	2890890	TULP3	12425	promoter
chr12	2958397	2959396	TEAD4	11717	promoter
chr12	3076379	3077378	TSPAN9	21640	promoter
chr12	3490203	3491202	PRMT8	5188	promoter
chr12	3753110	3754109	CRACR2A	28657	promoter
chr12	3873400	3874399	PARP11	1186	promoter
chr12	4272762	4273761	CCND2	1583	promoter
chr12	4320213	4321212	TIGAR	1185	promoter
chr12	4379713	4380712	FGF23	3680	promoter
chr12	4445816	4446815	FGF6	3684	promoter
chr12	4538470	4539469	FERRY3	1184	promoter
chr12	4537890	4538889	RAD51AP1	16956	promoter
chr12	4561208	4562207	DYRK4	3095	promoter
chr12	4649052	4650051	AKAP3	373	promoter
chr12	4648114	4649113	NDUFA9	7693	promoter
chr12	4719400	4720399	GALNT8	4130	promoter
chr12	4808334	4809333	KCNA6	6225	promoter
chr12	4908905	4909904	KCNA1	6218	promoter
chr12	5042879	5043878	KCNA5	6224	promoter
chr12	5431108	5432107	NTF3	8023	promoter
chr12	5945260	5946259	ANO2	1183	promoter
chr12	6124671	6125670	VWF	12726	promoter
chr12	6199400	6200399	CD9	1709	promoter
chr12	6309682	6310681	PLEKHG6	25562	promoter
chr12	6342077	6343076	TNFRSF1A	11916	promoter
chr12	6383162	6384161	LTBR	6718	promoter
chr12	6375564	6376563	SCNN1A	10599	promoter
chr12	6443955	6444954	CD27	11922	promoter
chr12	6451042	6452041	TAPBPL	30683	promoter
chr12	6470678	6471677	VAMP1	12642	promoter
chr12	6493102	6494101	NCAPD2	24305	promoter
chr12	6493263	6494262	MRPL51	14044	promoter
chr12	6533517	6534516	GAPDH	4141	promoter
chr12	6556043	6557042	IFFO1	24970	promoter
chr12	6568292	6569291	NOP2	7867	promoter
chr12	6607380	6608379	CHD4	1919	promoter
chr12	6635960	6636959	LPAR5	13307	promoter
chr12	6647433	6648432	ACRBP	17195	promoter
chr12	6663120	6664119	ING4	19423	promoter
chr12	6689376	6690375	ZNF384	11955	promoter
chr12	6700816	6701815	PIANP	25338	promoter
chr12	6723046	6724045	COPS7A	16758	promoter
chr12	6765363	6766362	PTMS	9629	promoter
chr12	6753142	6754141	MLF2	7126	promoter
chr12	6771520	6772519	LAG3	6476	promoter
chr12	6788528	6789527	CD4	1678	promoter
chr12	6820821	6821820	GPR162	16693	promoter
chr12	6827407	6828406	P3H3	19318	promoter
chr12	6839925	6840924	GNB3	4400	promoter
chr12	6851287	6852286	CDCA3	14624	promoter
chr12	6851150	6852149	USP5	12628	promoter
chr12	6866531	6867530	TPI1	12009	promoter
chr12	6903822	6904821	LRRC23	19138	promoter
chr12	6873304	6874303	SPSB2	29522	promoter
chr12	6913580	6914579	ENO2	3353	promoter
chr12	6926959	6927958	ATN1	3033	promoter
chr12	6943022	6944021	C12orf57	29521	promoter
chr12	6950356	6951355	PTPN6	9658	promoter
chr12	6970665	6971664	PHB2	30306	promoter
chr12	6969913	6970912	EMG1	16912	promoter
chr12	7059718	7060717	C1S	1247	promoter
chr12	7018477	7019476	LPCAT3	30244	promoter
chr12	7092446	7093445	C1R	1246	promoter
chr12	7109215	7110214	C1RL	21265	promoter
chr12	7128890	7129889	RBP5	15847	promoter
chr12	7129371	7130370	CLSTN3	18371	promoter
chr12	7188686	7189685	PEX5	9719	promoter
chr12	7303072	7304071	ACSM4	32016	promoter
chr12	7444154	7445153	CD163L1	30375	promoter
chr12	7503778	7504777	CD163	1631	promoter
chr12	7665909	7666908	APOBEC1	604	promoter
chr12	7695776	7696775	GDF3	4218	promoter
chr12	7710433	7711432	DPPA3	19199	promoter
chr12	7747376	7748375	CLEC4C	13258	promoter
chr12	7764216	7765215	NANOGNB	24958	promoter
chr12	7788402	7789401	NANOG	20857	promoter
chr12	7872916	7873915	SLC2A14	18301	promoter
chr12	7936188	7937187	SLC2A3	11007	promoter
chr12	8031716	8032715	FOXJ2	24818	promoter
chr12	8066360	8067359	C3AR1	1319	promoter
chr12	8081274	8082273	NECAP1	24539	promoter
chr12	8122617	8123616	CLEC4A	13257	promoter
chr12	8156015	8157014	ZNF705A	32281	promoter
chr12	8227619	8228618	FAM90A1	25526	promoter
chr12	8454962	8455961	CLEC6A	14556	promoter
chr12	8512503	8513502	CLEC4D	14554	promoter
chr12	8540906	8541905	CLEC4E	14555	promoter
chr12	8612860	8613859	AICDA	13203	promoter
chr12	8662827	8663826	MFAP5	29673	promoter
chr12	8696991	8697990	RIMKLB	29228	promoter
chr12	8821621	8822620	A2ML1	23336	promoter
chr12	8913509	8914508	PHC1	3182	promoter
chr12	8949646	8950645	M6PR	6752	promoter
chr12	8988546	8989545	KLRG1	6380	promoter
chr12	9115920	9116919	A2M	7	promoter
chr12	9208396	9209395	PZP	9750	promoter
chr12	9607917	9608916	KLRB1	6373	promoter
chr12	9668713	9669712	CLEC2D	14351	promoter
chr12	9760902	9761901	CD69	1694	promoter
chr12	9826481	9827480	KLRF1	13342	promoter
chr12	9869355	9870354	CLEC2B	2053	promoter
chr12	9880489	9881488	KLRF2	37646	promoter
chr12	9932371	9933370	CLEC2A	24191	promoter
chr12	9970409	9971408	CLEC12A	31713	promoter
chr12	10009627	10010626	CLEC12B	31966	promoter
chr12	9999122	10000121	CLEC1B	24356	promoter
chr12	10029682	10030681	CLEC9A	26705	promoter
chr12	10098986	10099985	CLEC1A	24355	promoter
chr12	10130200	10131199	CLEC7A	14558	promoter
chr12	10178032	10179031	TMEM52B	26438	promoter
chr12	10172133	10173132	OLR1	8133	promoter
chr12	10211877	10212876	GABARAPL1	4068	promoter
chr12	10306870	10307869	KLRD1	6378	promoter
chr12	10390042	10391041	KLRK1	18788	promoter
chr12	10409758	10410757	KLRC4	6377	promoter
chr12	10420596	10421595	KLRC3	6376	promoter
chr12	10436011	10437010	KLRC2	6375	promoter
chr12	10453378	10454377	KLRC1	6374	promoter
chr12	10504890	10505889	EIF2S3B	43863	promoter
chr12	10613610	10614609	MAGOHB	25504	promoter
chr12	10674053	10675052	STYK1	18889	promoter
chr12	10723324	10724323	YBX3	2428	promoter
chr12	10802628	10803627	TAS2R7	14913	promoter
chr12	10807287	10808286	TAS2R8	14915	promoter
chr12	10810169	10811168	TAS2R9	14917	promoter
chr12	10826359	10827358	TAS2R10	14918	promoter
chr12	10909563	10910562	TAS2R13	14919	promoter
chr12	10928236	10929235	PRH2	9367	promoter
chr12	10986913	10987912	TAS2R50	18882	promoter
chr12	10998305	10999304	TAS2R20	19109	promoter
chr12	11022621	11023620	TAS2R19	19108	promoter
chr12	11031408	11032407	TAS2R31	19113	promoter
chr12	11062295	11063294	TAS2R46	18877	promoter
chr12	11092314	11093313	TAS2R43	18875	promoter
chr12	11134645	11135644	TAS2R30	19112	promoter
chr12	11170194	11171193	SMIM10L1	49847	promoter
chr12	10939264	10940263	TAS2R14	14920	promoter
chr12	10849476	10850475	PRR4	18020	promoter
chr12	10884256	10885255	PRH1	9366	promoter
chr12	11186938	11187937	TAS2R42	18888	promoter
chr12	11269708	11270707	PRB3	9339	promoter
chr12	11310437	11311436	PRB4	9340	promoter
chr12	11355592	11356591	PRB1	9337	promoter
chr12	11395568	11396567	PRB2	9338	promoter
chr12	11648674	11649673	ETV6	3495	promoter
chr12	12069939	12070938	BCL2L14	16657	promoter
chr12	12267045	12268044	LRP6	6698	promoter
chr12	12350243	12351242	MANSC1	25505	promoter
chr12	12356078	12357077	BORCS5	17950	promoter
chr12	12562864	12563863	DUSP16	17909	promoter
chr12	12610876	12611875	CREBL2	2350	promoter
chr12	12716368	12717367	CDKN1B	1785	promoter
chr12	12696184	12697183	GPR19	4473	promoter
chr12	12784659	12785658	APOLD1	25268	promoter
chr12	12812346	12813345	DDX47	18682	promoter
chr12	12890562	12891561	GPRC5A	9836	promoter
chr12	12952171	12953170	GPRC5D	13310	promoter
chr12	13000266	13001265	HEBP1	17176	promoter
chr12	13043381	13044380	FAM234B	29288	promoter
chr12	13103668	13104667	GSG1	19716	promoter
chr12	13195726	13196725	EMP1	3333	promoter
chr12	13981603	13982602	GRIN2B	4586	promoter
chr12	14364682	14365681	ATF7IP	20092	promoter
chr12	14567884	14568883	PLBD1	26215	promoter
chr12	14696600	14697599	GUCY2C	4688	promoter
chr12	14771132	14772131	H4C16	20510	promoter
chr12	14773405	14774404	H2AJ	14456	promoter
chr12	14803479	14804478	WBP11	16461	promoter
chr12	14802670	14803669	C12orf60	28726	promoter
chr12	14814183	14815182	SMCO3	34401	promoter
chr12	14843527	14844526	ART4	726	promoter
chr12	14885855	14886854	MGP	7060	promoter
chr12	14938538	14939537	ERP27	26495	promoter
chr12	14961602	14962601	ARHGDIB	679	promoter
chr12	14972042	14973041	PDE6H	8790	promoter
chr12	15321508	15322507	PTPRO	9678	promoter
chr12	15221418	15222417	RERG	15980	promoter
chr12	15789389	15790388	EPS8	3420	promoter
chr12	15881387	15882386	STRAP	30796	promoter
chr12	15910332	15911331	DERA	24269	promoter
chr12	16277686	16278685	SLC15A5	33455	promoter
chr12	16346645	16347644	MGST1	7061	promoter
chr12	16606163	16607162	LMO3	6643	promoter
chr12	18260518	18261517	PIK3C2G	8973	promoter
chr12	18090194	18091193	RERGL	26213	promoter
chr12	18738013	18739012	PLCZ1	19218	promoter
chr12	18737119	18738118	CAPZA3	24205	promoter
chr12	19128733	19129732	PLEKHA5	30036	promoter
chr12	19438492	19439491	AEBP2	24051	promoter
chr12	20367537	20368536	PDE3A	8778	promoter
chr12	20694332	20695331	SLCO1C1	13819	promoter
chr12	20809705	20810704	SLCO1B3	10961	promoter
chr12	21130194	21131193	SLCO1B1	10959	promoter
chr12	21371902	21372901	IAPP	5329	promoter
chr12	21334918	21335917	SLCO1A2	10956	promoter
chr12	21436655	21437654	PYROXD1	26162	promoter
chr12	21501636	21502635	RECQL	9948	promoter
chr12	21500789	21501788	GOLT1B	20175	promoter
chr12	21525296	21526295	SPX	28139	promoter
chr12	21604848	21605847	GYS2	4707	promoter
chr12	21657843	21658842	LDHB	6541	promoter
chr12	21774707	21775706	KCNJ8	6269	promoter
chr12	21941427	21942426	ABCC9	60	promoter
chr12	22045218	22046217	CMAS	18290	promoter
chr12	22334708	22335707	ST8SIA1	10869	promoter
chr12	22544543	22545542	C2CD5	29062	promoter
chr12	22624171	22625170	ETNK1	24649	promoter
chr12	23949671	23950670	SOX5	11201	promoter
chr12	24949102	24950101	BCAT1	976	promoter
chr12	25051706	25052705	IRAG2	6690	promoter
chr12	25195161	25196160	DNAI7	29599	promoter
chr12	25194237	25195236	ETFRF1	27052	promoter
chr12	25250930	25251929	KRAS	6407	promoter
chr12	25553284	25554283	LMNTD1	26683	promoter
chr12	25957682	25958681	RASSF8	13232	promoter
chr12	26194573	26195572	SSPN	11322	promoter
chr12	26125038	26126037	BHLHE41	16617	promoter
chr12	26833195	26834194	ITPR2	6181	promoter
chr12	26937982	26938981	INTS13	20174	promoter
chr12	26937470	26938469	FGFR1OP2	23098	promoter
chr12	27014385	27015384	TM7SF3	23049	promoter
chr12	27021558	27022557	MED21	11473	promoter
chr12	27082579	27083578	C12orf71	34452	promoter
chr12	27243286	27244285	STK38L	17848	promoter
chr12	27331836	27332835	BMAL2	18984	promoter
chr12	27445736	27446735	SMCO2	34448	promoter
chr12	27523206	27524205	PPFIBP1	9249	promoter
chr12	27695447	27696446	REP15	33748	promoter
chr12	27709832	27710831	MRPS35	16635	promoter
chr12	27779233	27780232	KLHL42	29252	promoter
chr12	27780237	27781236	MANSC4	40023	promoter
chr12	27972734	27973733	PTHLH	9607	promoter
chr12	28189456	28190455	CCDC91	24855	promoter
chr12	29148278	29149277	FAR2	25531	promoter
chr12	29381173	29382172	ERGIC2	30208	promoter
chr12	29497687	29498686	OVCH1	23080	promoter
chr12	29783943	29784942	TMTC1	24099	promoter
chr12	30695870	30696869	IPO8	9853	promoter
chr12	30754952	30755951	CAPRIN2	21259	promoter
chr12	30925748	30926747	TSPAN11	30795	promoter
chr12	31072860	31073859	DDX11	2736	promoter
chr12	31326151	31327150	SINHCAF	30702	promoter
chr12	31591137	31592136	DENND5B	28338	promoter
chr12	31658688	31659687	ETFBKMT	28739	promoter
chr12	31652059	31653058	AK4P3	21596	promoter
chr12	31729022	31730021	AMN1	27281	promoter
chr12	31792299	31793298	H3-5	33164	promoter
chr12	31958415	31959414	RESF1	25559	promoter
chr12	32105847	32106846	BICD1	1049	promoter
chr12	32398558	32399557	FGD4	19125	promoter
chr12	32678301	32679300	DNM1L	2973	promoter
chr12	32755898	32756897	YARS2	24249	promoter
chr12	32896778	32897777	PKP2	9024	promoter
chr12	33439820	33440819	SYT10	19266	promoter
chr12	34021496	34022495	ALG10	23162	promoter
chr12	38315774	38316773	ALG10B	31088	promoter
chr12	38905592	38906591	CPNE8	23498	promoter
chr12	39443121	39444120	KIF21A	19349	promoter
chr12	39619804	39620803	ABCD2	66	promoter
chr12	39625183	39626182	REDIC1	26846	promoter
chr12	40106082	40107081	SLC2A13	15956	promoter
chr12	40223997	40224996	LRRK2	18618	promoter
chr12	40392448	40393447	MUC19	14362	promoter
chr12	40691439	40692438	CNTN1	2171	promoter
chr12	41187320	41188319	PDZRN4	30552	promoter
chr12	42144875	42145874	GXYLT1	27482	promoter
chr12	42238249	42239248	YAF2	17363	promoter
chr12	42325167	42326166	PPHLN1	19369	promoter
chr12	42326095	42327094	ZCRB1	29620	promoter
chr12	42589747	42590746	PRICKLE1	17019	promoter
chr12	43552204	43553203	ADAMTS20	17178	promoter
chr12	43758791	43759790	PUS7L	25276	promoter
chr12	43757951	43758950	IRAK4	17967	promoter
chr12	43806318	43807317	TWF1	9620	promoter
